"Timestamp","Invn.Supplies","Invn.MedSupplies","Invn.Medications","Invn.Urgent"
2015-01-09 20:45:00,"Dry Puppy Food","None","None","Dry food; we have just enough for another shift in the clear container on top of the grey one."
2015-01-10 09:21:00,"Turkey, Variety Canned food, Dry Puppy Food","None","None","Dry food!

Also, canned food - we only have a few cans left."
2015-01-10 20:20:00,"Variety Canned food, Dry Puppy Food","None","None",NA
2015-01-11 08:32:00,"Turkey, Variety Canned food, Chicken Sticks","None","None","Working drier!!
"
2015-01-11 20:07:00,"Turkey, Variety Canned food, Chicken Sticks","None","None",NA
2015-01-12 09:07:00,"Turkey, Variety Canned food, Baby Food, Critical care or Recovery food, Chicken Sticks","None","None","Wet food- 3 cans left"
2015-01-12 20:59:00,"Variety Canned food, Baby Food","None","None","Wet food"
2015-01-13 09:30:00,"Variety Canned food, Baby Food","None","None",NA
2015-01-13 20:26:00,"Turkey, Variety Canned food, Critical care or Recovery food, Chicken Sticks","None","None","WET FOOD!"
2015-01-14 10:16:00,"Variety Canned food, Baby Food","None","Reglan","reglan...only 1.5 bottles left"
2015-01-14 20:01:00,"None","None","None",NA
2015-01-15 09:27:00,"Variety Canned food, Baby Food, Chicken Sticks, Human Water Bottles","lube for thermometer","None","Wet food"
2015-01-15 23:35:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks","None","None","Wet food!!!!!!!! I opened the last can this evening. Most of our dogs are eating only if it's tasty and won't bother with dry food. "
2015-01-16 09:57:00,"Turkey, Variety Canned food, Chicken Sticks","None","Cefazolin/Ampicillin",NA
2015-01-16 21:13:00,"Turkey, Variety Canned food, Chicken Sticks","Vet wrap","LRS, Cefazolin/Ampicillin","WET FOOD!!!!

and vet wrap."
2015-01-17 10:40:00,"Turkey, Variety Canned food, Chicken Sticks, Human Water Bottles","Vet wrap","None",NA
2015-01-17 22:04:00,"Bleach","None","None",NA
2015-01-18 10:21:00,"Bleach","None","None",NA
2015-01-18 20:37:00,"Turkey, Chicken Sticks, Bleach","None","None",NA
2015-01-19 20:48:00,"Turkey, Variety Canned food, Chicken Sticks","running short on IV lines (we have 5-6 new ones) ","LRS, we have about 1/2 a bottle of Baytril","Meat for Popeye!  He says plllleeeassseeee"
2015-01-20 20:59:00,"Chicken Sticks, Bleach, Human Water Bottles","IV Lines, spray bottles. I can only find one good one, we could use 2 or 3 more. ","LRS, Cefazolin/Ampicillin, Hetastarch","Working dryer!!! and spray bottles"
2015-01-21 20:02:00,"Variety Canned food, Bleach","None","Baytril Tabs","on last jug of bleach"
2015-01-22 12:00:00,"Variety Canned food, Baby Food, Critical care or Recovery food, Bleach, Human Water Bottles, Dish Soap, Sponges","IV Lines","None",NA
2015-01-22 21:42:00,"Variety Canned food, Baby Food, Critical care or Recovery food, Bleach","IV Lines","Hetastarch",NA
2015-01-23 11:16:00,"Variety Canned food, Baby Food, Bleach","IV Lines","Baytril","wet food, IV lines"
2015-01-23 21:01:00,"None","None","We have a little less than 1/2 a bottle of Baytril left",NA
2015-01-24 12:59:00,"Turkey, Baby Food, Paper Towels, Bleach","None","Baytril",NA
2015-01-24 20:14:00,"Baby Food, Chicken Sticks, Paper Towels, meat flavored baby food (no onion/garlic)","None","Baytril",NA
2015-01-25 09:52:00,"Baby Food, Chicken Sticks, Human Water Bottles","None","None",NA
2015-01-25 20:55:00,"Baby Food, Chicken Sticks, Bleach","None","None",NA
2015-01-26 10:25:00,"Baby Food, Chicken Sticks, Laundry Detergent, Bleach","None","None",NA
2015-01-26 20:14:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks","Parvo Tests","None",NA
2015-01-27 09:21:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Laundry Detergent, Bleach","Parvo Tests","None",NA
2015-01-27 20:06:00,"Bleach","None","None",NA
2015-01-28 09:19:00,"Turkey, Baby Food, Chicken Sticks, Human Water Bottles","Parvo Tests","Baytril, Reglan","1/3 bottle baytril left, we have one unopened box of Reglan left that will probably be opened today. "
2015-01-28 19:35:00,"Variety Canned food, Chicken Sticks, Bleach, Chicken and Rice","None","None",NA
2015-01-29 09:48:00,"Baby Food, Critical care or Recovery food, Bleach, Human Water Bottles, People Snacks","None","Baytril","bleach!
"
2015-01-29 19:25:00,"None","None","None",NA
2015-01-30 19:20:00,"Bleach","None","None","Bleach!! (we are down to a small amount in one bottle)"
2015-01-31 09:40:00,"Bleach","None","None",NA
2015-02-02 19:15:00,"Variety Canned food, Bleach","None","None","On last bottle of bleach, and there are only 5 cans of wet food left.  I don't think 5 cans will last long with 5 hungry whiny pups."
2015-02-03 08:53:00,"Variety Canned food, Bleach","None","None","Bleach, wet food"
2015-02-03 20:11:00,"Turkey, Variety Canned food, Dry Puppy Food, Baby Food, Bleach","None","Reglan","BLEACH! and wet food.
"
2015-02-04 10:43:00,"Turkey, Dry Puppy Food, Baby Food, Laundry Detergent, Bleach","None","None","bleach"
2015-02-04 20:16:00,"Variety Canned food, Dry Puppy Food","None","None","dry food
canned food"
2015-02-05 10:22:00,"Turkey, Variety Canned food, Dry Puppy Food, Chicken Sticks","3cc Syringes","None","unless dry food is hidden somewhere, there is absolutely no dry food!
wet food too"
2015-02-05 20:40:00,"Turkey, Baby Food","None","None","Turkey/ham"
2015-02-06 10:09:00,"Variety Canned food, Baby Food, Human Water Bottles","3cc Syringes, mop heads","None",NA
2015-02-06 21:13:00,"None","None","Bordatella Vaccines, DAPP Vaccines",NA
2015-02-07 09:18:00,"None","None","None",NA
2015-02-07 20:35:00,"Turkey, Variety Canned food","None","Bordatella Vaccines, DAPP Vaccines, I saw the e-mail from Jordana a little late and clinic has already left.","Variety Canned Food! We did with what we had but now we are completely out and we have some good eaters back here. "
2015-02-08 09:57:00,"Ham & Turkey","None","None",NA
2015-02-08 20:40:00,"Turkey, Chicken Sticks","None","Bordatella Vaccines, DAPP Vaccines",NA
2015-02-09 10:32:00,"Variety Canned food","None","Metronidazole tabs",NA
2015-02-09 22:12:00,"Variety Canned food","None","None","Canned food, it's about to be a drought, only 4 cans left (we went through 4-5 this shift, and AM shift went through 6)"
2015-02-10 12:39:00,"Turkey, Variety Canned food, Chicken Sticks, Laundry Detergent","3cc Syringes","None","CANNED FOOD!!!!  We are down to HALF A CAN 
time"
2015-02-10 22:05:00,"Turkey, Variety Canned food, Dry Puppy Food, Chicken Sticks, Laundry Detergent","3cc Syringes","None",NA
2015-02-11 11:04:00,"Turkey, Baby Food, Laundry Detergent, People Snacks","None","None",NA
2015-02-11 20:16:00,"Laundry Detergent","None","None",NA
2015-02-12 11:00:00,"Laundry Detergent","None","None",NA
2015-02-12 20:43:00,"Turkey, Toilet Paper, Paper Towels, Laundry Detergent, Bleach, People Snacks","Sharps container","None","Laundry detergent!"
2015-02-13 11:16:00,"None","mop heads","None",NA
2015-02-13 21:45:00,"Turkey, Baby Food, Toilet Paper, Paper Towels, Laundry Detergent, Bleach, People Snacks","None","None","Laundry detergent!"
2015-02-14 09:46:00,"None","None","None",NA
2015-02-14 20:30:00,"Laundry Detergent, Bleach, People Snacks, None","None","None",NA
2015-02-15 09:43:00,"Turkey, Laundry Detergent, Bleach","None, Sharps container","None","Turkey/ham for the picky eaters please!"
2015-02-15 20:25:00,"Turkey, Laundry Detergent, Bleach","None","None","Laundry detergent"
2015-02-16 12:15:00,"Dry Puppy Food, Toilet Paper, Bleach","None","None",NA
2015-02-16 20:01:00,"None","None","None",NA
2015-02-17 12:40:00,"Baby Food, Toilet Paper, Paper Towels","None","None",NA
2015-02-17 21:04:00,"Toilet Paper, Bleach, People Snacks","None","Reglan, Metronidazole tabs","Metro tabs! We're down to about 1/4 bottle!"
2015-02-18 09:27:00,"Paper Towels, People water bottles","None","Metronidazole tabs, None",NA
2015-02-18 19:11:00,"None","None","None",NA
2015-02-19 11:32:00,"Paper Towels, Human Water Bottles, People Snacks","None","None",NA
2015-02-19 20:48:00,"Chicken Sticks, Toilet Paper, Paper Towels","None","Metronidazole tabs","Earplugs for the screaming. 

(Not really. We'd all get parvo in our ears)"
2015-02-20 09:35:00,"Turkey, Chicken Sticks, Vienna","None","None",NA
2015-02-20 20:27:00,"None","None","None",NA
2015-02-21 09:34:00,"None","None","None",NA
2015-02-21 20:27:00,"Turkey, Chicken Sticks, Paper Towels, Human Water Bottles, People Snacks","IV Lines","Metronidazole tabs","Metro tabs and IV lines please! 

Oh, and paper towels."
2015-02-22 09:57:00,"None","None","None",NA
2015-02-22 19:40:00,"None","None","None",NA
2015-02-23 08:47:00,"Turkey, Toilet Paper","IV Lines","Metronidazole tabs","IV lines"
2015-02-23 19:58:00,"Turkey, Chicken Sticks","IV Lines, None","None",NA
2015-02-24 09:15:00,"None","IV Lines","None",NA
2015-02-24 19:07:00,"Turkey, Chicken Sticks","IV Lines","None","IV lines

We'll need more chicken or turkey or something delicioso by tomorrow evening if Carlo is still being picky."
2015-02-25 09:29:00,"Chicken Sticks","IV Lines","None",NA
2015-02-25 19:59:00,"None","None","None",NA
2015-02-26 10:45:00,"Turkey, Variety Canned food, Chicken Sticks","None","Bordatella Vaccines","sleep.  A life would also probably be beneficial... "
2015-02-26 21:32:00,"None","None","None",NA
2015-02-27 10:58:00,"None","None","None",NA
2015-02-27 23:45:00,"Turkey, Variety Canned food, Chicken Sticks, Toilet Paper","1cc Syringes, 24G catheters","Cefazolin/Ampicillin, Hetastarch","wet food, 24 g catheters"
2015-02-28 14:11:00,"Turkey, We also only have I/D wet food and part of a Beneful log back here","None","On last packet of Ampicillin/Cefazolin",NA
2015-02-28 20:33:00,"Turkey, Variety Canned food, Chicken Sticks","24G catheters","Cefazolin/Ampicillin","Wet food and turkey!"
2015-03-01 23:08:00,"Turkey, Variety Canned food, Baby Food, Critical care or Recovery food, Chicken Sticks, Toilet Paper","1cc Syringes","Cefazolin/Ampicillin, Hetastarch, Bordatella Vaccines","hetastarch, baby food (I brought some today but we're going through a lot of it), wet food (all we have is the l/d, which nobody likes), bordetella vaccines (out)"
2015-03-02 11:05:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Toilet Paper","Alpha-Track 2 Glucose test strips, PCV tubes","Cefazolin/Ampicillin, Hetastarch, Bordatella Vaccines, DAPP Vaccines","Glucose test strips (we have 3 left and a lot of little dogs with questionable blood sugar), PCV tubes, wet food (almost out of the Freshpet and only l/d is left and nobody likes that), baby food (1 jar of meat baby food left)"
2015-03-02 21:50:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks, Toilet Paper","1cc Syringes","Cefazolin/Ampicillin, Hetastarch, Bordatella Vaccines, Zantec (ranatidine)","Baby food (only banana left), wet food (only l/d left), "
2015-03-03 10:07:00,"Variety Canned food, Baby Food, Baby food with protein!!","1cc Syringes","None",NA
2015-03-03 20:55:00,"Baby Food, Critical care or Recovery food","1cc Syringes, 22G catheters, 24G catheters, 18 G Needles","None","18G needles.

Guys, we really need a new hamper..."
2015-03-04 09:02:00,"Baby Food, Critical care or Recovery food","1cc Syringes, 22G catheters, 24G catheters, 18 G Needles","None",NA
2015-03-04 21:45:00,"None","None","None",NA
2015-03-05 20:58:00,"None","None","None",NA
2015-03-06 12:14:00,"Chicken Sticks, Toilet Paper, Gloves","18 G Needles, None","None","toilet paper, 18 g needles"
2015-03-06 21:19:00,"Toilet Paper","18 G Needles","None",NA
2015-03-07 09:56:00,"Variety Canned food","None","None",NA
2015-03-07 21:15:00,"Bleach","None","None",NA
2015-03-08 08:03:00,"None","None","None",NA
2015-03-08 19:19:00,"Critical care or Recovery food","18 G Needles","None",NA
2015-03-09 09:31:00,"Baby Food, Chicken Sticks, Toilet Paper, Bleach","18 G Needles, Clippercide or some other clipper cleaner. We use the same one for getting off matted-in poop as we do to shave for catheters, so we should probably clean in between. ","None","Toilet Paper, 18 g needles"
2015-03-09 19:53:00,"Baby Food, Toilet Paper, Hand Soap, People Snacks","None","Anzemet",NA
2015-03-10 10:12:00,"Toilet Paper","None","None",NA
2015-03-12 19:08:00,"Toilet Paper","None","None",NA
2015-03-13 07:21:00,"None","None","None",NA
2015-03-13 19:15:00,"None","None","None",NA
2015-03-14 10:38:00,"None","None","None",NA
2015-03-14 18:31:00,"Variety Canned food","None","None",NA
2015-03-15 09:03:00,"None","None","None",NA
2015-03-15 18:05:00,"Turkey","None","None","super speed and cat karma for the 21 feral intakes I will be doing tomorrow "
2015-03-16 07:39:00,"Baby Food, Chicken Sticks, meat flavored baby food (no onion/garlic)","None","None",NA
2015-03-16 19:12:00,"Variety Canned food, Human Water Bottles","10cc Syringes","None",NA
2015-03-17 10:17:00,"None","None","Reglan",NA
2015-03-17 20:20:00,"Human Water Bottles","None","Reglan",NA
2015-03-18 10:03:00,"None","None","None",NA
2015-03-18 20:40:00,"Turkey, Variety Canned food, Human Water Bottles","60cc syringes","None","I've been told I need a life pretty badly"
2015-03-19 08:44:00,"Variety Canned food, Baby Food","None","None",NA
2015-03-19 19:42:00,"Human Water Bottles","None","None",NA
2015-03-20 08:55:00,"None","None","None",NA
2015-03-20 19:11:00,"Bleach, None","None","None",NA
2015-03-21 08:08:00,"Turkey, Variety Canned food, Bleach","None","None",NA
2015-03-21 19:56:00,"Turkey, Variety Canned food, Chicken Sticks, Bleach, Human Water Bottles","None","None","variety canned food, turkey, chicken and rice would nice
Bleach, human water bottles"
2015-03-22 09:37:00,"Turkey, Variety Canned food, Bleach, Human Water Bottles","None","None",NA
2015-03-22 19:32:00,"Turkey, Variety Canned food, Critical care or Recovery food, Chicken Sticks, Human Water Bottles","None","None","Please PLEASE some wet food that isn't l/d. And turkey!"
2015-03-23 08:56:00,"Turkey, Variety Canned food, Critical care or Recovery food, Bleach, Human Water Bottles","None","None",NA
2015-03-24 08:45:00,"Turkey, Baby Food","None","Baytril",NA
2015-03-24 18:17:00,"Chicken Sticks","None","Baytril",NA
2015-03-25 08:10:00,"Toilet Paper","None","None",NA
2015-03-25 18:47:00,"None","None","None",NA
2015-03-26 08:00:00,"Bleach","None","None","Chicken for Emily"
2015-03-26 17:21:00,"None","None","None",NA
2015-03-26 19:19:00,"None","None","None","Chicken for Emily - i brought some in for her, but she ate it all tonight."
2015-03-27 09:29:00,"Turkey, Chicken Sticks, Bleach, Gloves, spray bottles, clipper cleaner","60cc syringes","Polyflex","60cc syringes, bleach"
2015-03-27 19:31:00,"Chicken Sticks, Bleach, People Snacks, clippercide ","1cc Syringes, 60cc syringes ","Reglan, Cefazolin/Ampicillin","actual sleep"
2015-03-28 08:32:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks","None","None",NA
2015-03-28 19:11:00,"Baby Food, Chicken Sticks, Bleach, Gloves that aren't size small","None","Cefazolin/Ampicillin",NA
2015-03-29 08:40:00,"Laundry Detergent, Bleach","1cc Syringes, IV Lines, *still* need 60cc syringes","Reglan, Cefazolin/Ampicillin",NA
2015-03-29 19:17:00,"Baby Food, Laundry Detergent, Bleach","None","Reglan, Cefazolin/Ampicillin",NA
2015-03-30 08:39:00,"Baby Food","None","Reglan, Cefazolin/Ampicillin",NA
2015-03-30 20:52:00,"Baby Food, Laundry Detergent, Bleach","None","Reglan, Cefazolin/Ampicillin, Hetastarch","hetastarch, reglan, bleach"
2015-03-31 10:41:00,"Variety Canned food, Baby Food, Laundry Detergent, Bleach","5cc Syringes","Cefazolin/Ampicillin, Hetastarch",NA
2015-03-31 12:48:00,"None","None","None",NA
2015-03-31 20:47:00,"Baby Food, Toilet Paper, Laundry Detergent, Bleach","Parvo Tests","LRS","Good vibes for Bobby Earl"
2015-04-01 08:46:00,"Baby Food, Toilet Paper, Laundry Detergent, Bleach","None","Strongid",NA
2015-04-01 20:23:00,"Laundry Detergent, Bleach, Baby food WITH protein!","None","Marquis paste","Marquis pate.

The chicken and rice fairy to visit"
2015-04-02 11:09:00,"Chicken and Rice, LARGE GLOVES","None","None",NA
2015-04-02 20:06:00,"Variety Canned food, Baby Food, Chicken Sticks, Paper Towels, Bleach, spray bottles, clipper cleaner","None","None","Bleach, please!

Clippercide and spray bottles, too!"
2015-04-03 08:30:00,"Baby Food, Chicken Sticks, Laundry Detergent, Bleach","clipper sanitizing spray","Cefazolin/Ampicillin, Hetastarch","Hetastarch (one bag left), bleach (one open bottle left)"
2015-04-03 15:51:00,"Turkey, Variety Canned food, Baby Food, Bleach","None","None",NA
2015-04-03 19:18:00,"Variety Canned food, Baby Food, Bleach","None","Hetastarch, Even though we got heta today, Bobby Earl is currently going through almost 3 bags a day",NA
2015-04-04 09:41:00,"Baby Food, Chicken Sticks, Paper Towels, Laundry Detergent","None","None",NA
2015-04-04 21:55:00,"Baby Food, Chicken Sticks, Paper Towels, Laundry Detergent","None","None",NA
2015-04-05 10:02:00,"Bleach","None","None",NA
2015-04-05 22:02:00,"Turkey","None","None",NA
2015-04-06 10:19:00,"Turkey, Chicken Sticks, Laundry Detergent","None","None",NA
2015-04-06 21:09:00,"Paper Towels, Laundry Detergent","None","Cefazolin/Ampicillin, None","Laundry Detergent"
2015-04-07 09:48:00,"Laundry Detergent","Parvo Tests","None","Laundry Detergent"
2015-04-07 20:18:00,"Turkey","1cc Syringes","None","1cc syringes"
2015-04-08 09:19:00,"None, new laundry hamper","None","None",NA
2015-04-08 12:44:00,"None","None","None",NA
2015-04-08 21:10:00,"None","None","None",NA
2015-04-09 09:31:00,"None","None","None",NA
2015-04-09 21:36:00,"People Snacks","1cc Syringes, Parvo Tests, Alcohol","Doxycycline liquid",NA
2015-04-10 09:09:00,"None","1cc Syringes","None",NA
2015-04-10 13:27:00,"People Snacks","None","None",NA
2015-04-10 20:11:00,"People Snacks","18 G Needles","None",NA
2015-04-11 09:33:00,"People Snacks","None","None",NA
2015-04-11 21:22:00,"None","None","None","Good vibes for little Jefferson!"
2015-04-12 09:40:00,"None","None","None",NA
2015-04-12 14:13:00,"None","None","None",NA
2015-04-12 21:02:00,"Turkey, Chicken Sticks, Human Water Bottles, People Snacks, hot dogs ","None","None",NA
2015-04-13 09:54:00,"None","None","None",NA
2015-04-13 19:30:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles","18 G Needles","None","TP/paper towels"
2015-04-14 09:59:00,"None","None","None",NA
2015-04-14 20:36:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles, spray bottles, clipper cleaner","1cc Syringes","None",NA
2015-04-15 09:09:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels","1cc Syringes","None",NA
2015-04-15 19:57:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Cotton Balls","None","None",NA
2015-04-16 09:07:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles, Cotton Balls","None","None",NA
2015-04-16 20:37:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles","1cc Syringes","None","Paper towels, toilet paper"
2015-04-17 11:08:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels","1cc Syringes","Famotidine",NA
2015-04-17 19:52:00,"None","On our last pack of 18G needles","None",NA
2015-04-18 08:51:00,"Paper Towels","1cc Syringes, 18 G Needles, Down to 1 box of 18G needles and 1cc syringes","None",NA
2015-04-18 21:14:00,"Turkey, Paper Towels, Laundry Detergent","None","Dextrose",NA
2015-04-19 09:41:00,"Human Water Bottles, None","None","None",NA
2015-04-19 14:30:00,"None","None","None",NA
2015-04-19 21:43:00,"Variety Canned food","None","None",NA
2015-04-20 10:45:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles","1cc Syringes","Cefazolin/Ampicillin, Hetastarch, 50% dextrose solution",NA
2015-04-20 19:51:00,"Turkey, Baby Food, Critical care or Recovery food, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles","18 G Needles","Cefazolin/Ampicillin, Dextrose","We REALLY need 18G needles, ampicillin, and IV dextrose!!

Also, paper towels and toilet paper."
2015-04-21 10:03:00,"Turkey, Toilet Paper, Paper Towels","18 G Needles","Cefazolin/Ampicillin, Dextrose",NA
2015-04-21 20:46:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Human Water Bottles","1cc Syringes","Cefazolin/Ampicillin","Ampicillin"
2015-04-22 09:55:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels","1cc Syringes, Catheter Caps (with rubber seal we can inject through)","Cefazolin/Ampicillin","Ampicillin ( 2.5 bottles left, using 1 bottle a day) 1 cc syringes (1/2 box left), toilet paper (4 rolls left), paper towels (out), turkey (out)."
2015-04-22 20:18:00,"Turkey, Chicken Sticks, Toilet Paper, Paper Towels, Bleach","None","Dextrose, Ondansetron, Anzemet","Ondansetron-out
Anzemet-tiny amount left in last bottle
Cefazolin--2 whole bottles left"
2015-04-23 09:44:00,"Turkey, Variety Canned food, Baby Food, Chicken Sticks","None","Cefazolin/Ampicillin",NA
2015-04-23 20:17:00,"Human Water Bottles","None, we don't need them, but we sure do like those alcohol squares...","None",NA
2015-04-24 09:38:00,"None","1cc Syringes","None","1cc syringes"
2015-04-24 20:25:00,"None","None","Famotidine",NA
2015-04-25 09:19:00,"None","None","None",NA
2015-04-25 20:41:00,"None","IV Lines, no more microdrip lines please, they are too slow. ","Famotidine","famotadine (injectable)"
2015-04-26 09:53:00,"Human Water Bottles","None","Famotidine, IV famotidine","a few more hours of sleep"
2015-04-26 20:48:00,"None","None","None",NA
2015-04-27 09:38:00,"Human Water Bottles","None","Famotidine",NA
2015-04-27 20:08:00,"None","None","Famotidine","IV famotadine (out)"
2015-04-28 10:55:00,"None","None","None",NA
2015-04-28 20:42:00,"None","IV Lines","Famotidine (injectable one)",NA
2015-04-29 10:34:00,"None","None","None",NA
2015-04-29 22:06:00,"None","None","None",NA
2015-04-30 20:47:00,"Garbage Bags","3cc Syringes","None","3cc supplies"
2015-05-01 13:20:00,"Garbage Bags","3cc Syringes","LRS",NA
2015-05-01 20:45:00,"None","None","None",NA
2015-05-02 10:17:00,"Turkey","None","None",NA
2015-05-02 22:24:00,"Garbage Bags","3cc Syringes, Alpha-Track 2 Glucose test strips, PCV tubes","None","3 cc syringes, one box left"
2015-05-03 10:09:00,"None","IV Lines, Alpha-Track 2 Glucose test strips, PCV tubes","None","IV lines please!!"
2015-05-03 21:18:00,"None","out of new lines, have ones we can reuse","None",NA
2015-05-04 10:57:00,"None","None","LRS, Cefazolin/Ampicillin, Hetastarch","LRS (out of new bags, only have bags with dextrose left), Hetastarch (2 unopened bags left), Ampicillin (3 vials left, using one a day)

"
2015-05-04 21:15:00,"None","None","Cefazolin/Ampicillin",NA
2015-05-05 11:55:00,"Variety Canned food, Garbage Bags","IV Lines, 18 G Needles","Reglan, LRS, Cefazolin/Ampicillin, Hetastarch",NA
2015-05-05 21:49:00,"None","None","Reglan, Cefazolin/Ampicillin, Hetastarch",NA
2015-05-06 10:01:00,"Variety Canned food","18 G Needles","Cefazolin/Ampicillin, Hetastarch","We got a box of LRS and the glucose strips, we won't have enough heta to treat the dogs tonight so we definitely need 2-3 bags of that at least. We will have enough ampicillin to treat tonight but hopefully the box that was ordered comes in for tomorrow. "
2015-05-06 22:03:00,"None","None","Hetastarch",NA
2015-05-07 10:59:00,"None","None","LRS",NA
2015-05-07 15:53:00,"None","None","None",NA
2015-05-08 00:29:00,"Critical care or Recovery food, Laundry Detergent, Garbage Bags, Hand Soap","IV Lines","Hetastarch, Dextrose","Hetastarch (on backorder)"
2015-05-08 13:01:00,"Laundry Detergent, Garbage Bags","18 G Needles, hemonate filter","Reglan, LRS, Cefazolin/Ampicillin, Hetastarch, Dextrose","Hetastarch, laundry detergent, "
2015-05-09 01:03:00,"None","None","None","Sleep."
2015-05-09 13:29:00,"Variety Canned food, Paper Towels, Laundry Detergent, Bleach","IV Lines","None","time machine "
2015-05-09 21:33:00,"Paper Towels, Laundry Detergent, Sponge","IV Lines, Sharps container","Reglan, Dextrose, Cerenia","IV dextrose, cerenia, IV lines"
2015-05-10 13:07:00,"None","Whatever was in last night's report","See last night",NA
2015-05-10 21:38:00,"Variety Canned food, Paper Towels","IV Lines","Reglan",NA
2015-05-11 13:14:00,"Variety Canned food, Bleach","None","None","Yummy food like ham!"
2015-05-11 23:10:00,"Bleach","IV Lines","Hetastarch, None","Only have 4 bags of Heta "
2015-05-12 11:59:00,"Variety Canned food","None","None",NA
2015-05-12 23:45:00,"Variety Canned food, Chicken Sticks","None","Cefazolin/Ampicillin, Hetastarch",NA
2015-05-13 09:39:00,"Variety Canned food","None","Reglan, None",NA
2015-05-13 22:20:00,"Variety Canned food, Dry Puppy Food, Cotton Balls","Iodine","Dextrose","Dextrose-totally out
Cotton Balls-on last bag
Iodine-on last bottle"
2015-05-14 10:35:00,"Variety Canned food, Dry Puppy Food, Laundry Detergent","Iodine","None",NA
2015-05-14 22:05:00,"Variety Canned food, Dry Puppy Food, Human Water Bottles","Parvo Tests","Baytril, Hetastarch, erythromycin","Canned food, dry food, HETASTARCH"
2015-05-15 11:44:00,"Turkey, Variety Canned food, Dry Puppy Food, Chicken Sticks, Laundry Detergent, Bleach, Human Water Bottles, Hand Soap","18 G Needles, Parvo Tests","Baytril, LRS, Cefazolin/Ampicillin, Hetastarch","Laundry detergent- 1-2 loads worth left
Hetastarch- 1.5 bags left
Ampicillin- 2 unopened vials, left, using one a day
LRS
18 g needles- less than one box left. (We'd love 3 or 4 boxes)
"
2015-05-15 22:59:00,"Variety Canned food","Parvo Tests, 5cc Syringes","None",NA
2015-05-16 11:35:00,"Variety Canned food, Dry Puppy Food, Laundry Detergent, Bleach, Human Water Bottles, laundry hamper, spray bottles","IV Lines, Parvo Tests","LRS, Cefazolin/Ampicillin, Hetastarch","Cefazolin - whatever's left in the open bottle
Hetastarch - 1 bag that has been used
LRS - 3 unopened bags left
IV Lines - 3 left, plus reusable ones
Laundry detergent - NONE LEFT
Wet food - NONE LEFT
Dry food

Next shift will not be able to do much without hetastarch, cefazolin, laundry detergent or wet and dry food."
2015-05-16 17:31:00,"Critical care or Recovery food, wet food","None","LRS...HETA!!!!!!!","HETA.....and LINES"
2015-05-16 22:11:00,"Variety Canned food, Critical care or Recovery food, Chicken Sticks","18 G Needles, Parvo Tests","Baytril, Polyflex, LRS, Cefazolin/Ampicillin, Hetastarch","We are OUT of ampicillin (did not even have enough for tonight's shift), hetastarch

CRITICALLY LOW: LRS (two bags left), parvo tests (4 tests left and 13 dogs here), wet food, 18 g needles

We would love to get two cases of hetastarch and LRS and two boxes of ampicillin. That way, we can put them on the list as soon as we open the second box and we won't keep running out of these vitally important supplies. "
2015-05-17 11:48:00,"Variety Canned food, Critical care or Recovery food, Chicken Sticks, Bleach","Parvo Tests","Reglan, LRS, Cefazolin/Ampicillin, Hetastarch","Everything but more dogs!
1 and half bottle of bleach left
More hetastarch almost didn't have enough to make it through the shift
LRS clinic gave us two bags
Ampicillin- only one bottle left
Reglan 4 bottles left
"
2015-05-17 20:17:00,"Bleach","IV Lines, 22G catheters, 20G catheters, 24G catheters, 18 G Needles, Parvo Tests","LRS, Cefazolin/Ampicillin, Hetastarch, KCL","LRS!
Hetastarch!
Cefazolin!
Parvo Tests!
Catheters of all sizes!
IV lines!

We have aboutt 2.5 bottles of KCl left, but I wasn't sure how long that took to order."
2015-05-18 13:20:00,"Bleach, Garbage Bags","IV Lines, 18 G Needles, Parvo Tests, 60cc syringes **that you can attach needle to","Baytril, Polyflex, Cefazolin/Ampicillin, KCL, Doxycycline liquid","all of the above
"
2015-05-18 17:34:00,"None","None","None",NA
2015-05-18 23:11:00,"Variety Canned food, Chicken Sticks, Bleach","IV Lines, 18 G Needles, Parvo Tests","Baytril, Polyflex, Cefazolin/Ampicillin, Dextrose","18 g needles"
