"Timestamp","Vol2","Dsc.Detail","Questions","Additional","Catheters"
2014-11-01 18:54:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I washed out the big dry food container, so it's in the back drying and there's a little bit in the smaller container up front.

Dryer seemed to be okay this evening. Still a few loads to dry.

Unless two people want to come in, one person can probably handle the treatments easily

DON'T FORGET THE TIME CHANGES TONIGHT!",NA
2014-11-02 09:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Tonight should be another quick shift unless we get more pups in; only one person will need needed

Have a great Sunday! It's a beautiful day!",NA
2014-11-02 19:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We should be getting a new intake tomorrow morning, so just a heads-up to the morning people!

Also, I started a new load in the washer but the dryer stopped for a bit tonight so now we have a bit of a back-log of wet/damp laundry. ",NA
2014-11-03 08:35:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-03 18:35:00,"What's MyVolunteerPage.com",NA,NA,"Right now we have one dog (on one oral medication), so we likely only need one person in the AM",NA
2014-11-04 08:47:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-08 19:11:00,"Yes, we are all perfect little APA volunteers!",NA,"only need one person for the AM shift!

There was a bag on the wall that looks like the line may have mold(?) or some sort of growth in it...I set it on the kitchen counter for someone to look at and confirm...",NA,NA
2014-11-09 09:00:00,"Nooo I'm too lazy!",NA,NA,"Bleach bottles are all had toxic smell. Emptied all 3 and washed them.Ideal way is we make bleach mix every shift (or day) and empty the bottle,I think...(K)

Cleaned and took out all carriers in the ward. Intense toilet cleaning is done. ",NA
2014-11-09 20:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I pulled a turkey out of the freezer and put it in the fridge. There's some ham and hot dogs in the freezer now, too.","Prudence"
2014-11-10 09:54:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Please remember to check pump VTBI !!",NA
2014-11-10 20:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Danny Boy: Dr. K placed in right front."
2014-11-11 10:39:00,"Yes, we are all perfect little APA volunteers!",NA,"We saw a mouse,  we got scared",NA,NA
2014-11-11 19:29:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Since the next few days (months?) are going to be pretty chilly, please make sure everyone has heating pads! We also set up the space heater, which needs to be turned off at night.",NA
2014-11-12 09:38:00,"Yes, we are all perfect little APA volunteers!","Danny Boy passed overnight, RIP :(",NA,NA,NA
2014-11-12 23:28:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Prudence- right front"
2014-11-13 09:30:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-13 20:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-14 11:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Laundry is caught up, floor has been swept and mopped, and kennels will be cleaned, disinfected, and set outside. ",NA
2014-11-14 20:01:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-15 09:07:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-11-15 20:13:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-16 08:49:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-16 21:46:00,"Nooo I'm too lazy!",NA,NA,NA,"Dr. K (I think) put a catheter in Hazelnut before I got here. Thanks! Please take care of it because his veins are tiny. "
2014-11-17 10:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-17 21:46:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Mutombo, right front, "
2014-11-18 10:16:00,"Nooo I'm too lazy!","hazelnut....passing as i came in this am and was gone before I could even start shock treatment on him :(  RIP little baby.","On Chestnuts chart it was very confusing to read.  The Iv bolus dosage was marked in the heta line so I almost gave 500ml of heta.  Can we possibly start a new line for updated meds instead of writing in a different med box so it is clear?  we took a pic so we will email it later so it makes sense.  ",NA,"Check Chestnuts iv....positional and was getting bolus at a high rate."
2014-11-18 21:14:00,"Nooo I'm too lazy!",NA,NA,NA,"Romy, Michelle, Poky, and gumby. Thanks Dr. K!"
2014-11-19 10:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Please be careful: both lights and heater were left on last night.",NA
2014-11-19 21:02:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Ampiccilin-on last box of vials. Chestnutt is using alot, so if we get new intakes, may need some. ",NA
2014-11-20 11:34:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We're going through a lot of baby food so it might be a good idea to label it with the dates when they're put in the fridge. 

The clinic said to expect some new intakes, I believe 3, one will be a return to where they're coming from (which I believe is Willcomb which I am unsure of how to spell.) ","Chestnut: moved to left front"
2014-11-20 22:20:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Paul, Daniel"
2014-11-21 10:51:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-21 20:18:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-22 10:19:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-11-22 20:24:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-23 09:42:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-23 21:50:00,"Nooo I'm too lazy!",NA,NA,NA,"Fox"
2014-11-24 10:21:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-24 21:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-25 09:05:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-25 19:46:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thank you Nipuni and Kevin for helping!","Fox- Thanks Dr. K!"
2014-11-26 09:56:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-26 21:42:00,"Yes, we are all perfect little APA volunteers!","Paul- Passed before the shift. Dr. K suspects distemper. His kennel has been scrubbed and bleached but needs to be bleached a second time. ",NA,"I re-cleaned and re-bleached Paul's run up front because there was some crusty bloody diarrhea under the metal bar in the front. His run in the first bathroom  has also been mopped, wiped, and bleached once. The cage and everything in it must be bleached again and allowed to sit for 10 minutes before it can be completely cleared out since we suspect distemper. It shouldn't take more than a few minutes to re-spray, so if y'all could do that tomorrow it would be appreciated. 

Chestnut's run has been cleaned and bleached. 

Happy Thanksgiving!",NA
2014-11-27 09:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-27 19:28:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Melissa brought in chicken with broth so we might be low on other food but we have a pretty good amount of this :)

Old dryer won't turn on at all so we used the new one","Left jugular placed by Dr. K"
2014-11-28 09:09:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-28 19:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The syringes of doxycycline that are in a bag labeled for Dawson don't look too good.  The doxy has turned brownish in some and separated.  There are a few cc s left in the brown bottle but not much.",NA
2014-11-29 09:44:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I can't really tell how much fluid is still in the heta cri bag, looks enough until the evening shift at only 3 ml/hr. keep an eye on it please. Night shift will need to replace LH bandage. Thanks!",NA
2014-11-29 20:03:00,"Nooo I'm too lazy!",NA,NA,"The dryer vent hose was all kinked on the old dryer. I pulled the dryer out a little and strightened it- and dryer was working ok- so didn't switch it to the new one. ",NA
2014-11-30 09:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-11-30 20:04:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-01 09:12:00,"How do I do that again?",NA,NA,"We do currently have 1 box plus 1 parvo tests left. ",NA
2014-12-01 20:12:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Please don't throw out the can holders (the cardboard boxes that canned food comes in) because we like to use them for litter boxes ",NA
2014-12-02 09:05:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-02 20:08:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Fox- Right jugular"
2014-12-03 09:10:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-03 19:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"No laundry to do.  Quiet here in Parvo

Got 1cc syringes and T-ports","Josie-new intake (3 lb Doxie mix).....Thanks Jessica and Dr. K!"
2014-12-04 09:10:00,"It's Jay-Z's birthday, you know we did",NA,NA,NA,"Josie took out her own"
2014-12-04 18:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-05 08:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-05 19:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-06 08:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We have liquid metro left, just a little bit left.",NA
2014-12-06 19:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-07 08:37:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-07 19:48:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-12-08 08:22:00,"Why? Because Dr. K told us to, and we'll miss that",NA,NA,"Toilet: it was clogged this AM, please watch after you flush to make sure it doesn't get clogged

Washer: load in washer had soap that was all caked together in the load, remember to let the soap and water marinate for 60 seconds before adding our sweet smelling dirties.  We restarted the load this AM",NA
2014-12-08 19:57:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Stop by Dr. K's farewell party if you can make it!",NA
2014-12-09 09:12:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-09 20:33:00,"Yes, we are all perfect little APA volunteers!",NA,"Does iodine need to be diluted before use? ",NA,NA
2014-12-10 09:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-10 20:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The fridge was off because of a blown fuse when we got here. It is now plugged into a different outlet that has a GFCI circuit breaker built in so if it gets tripped again we can reset it right away. The outlet is behind the fridge if anybody needs to get to it. The clinic reset our circuit breaker and the outlet is working again. Please let me (Katie) know if it happens again because that would mean we have a new electrical fault somewhere that needs to be found and fixed, because this hasn't happened before. All the ice packs in the freezer were still frozen and the fridge was still cool, so it probably wasn't off very long. Dr. Barz says all the meds should still be good. ",NA
2014-12-11 10:04:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-11 19:32:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Remember that onions and garlic are toxic to dogs. If there's a type of baby food back here that isn't one of the plain meat ones we usually use, please double-check the ingredients to make sure there's no onion or garlic. I found a jar today that had onion powder listed and flushed it. ",NA
2014-12-12 09:05:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-12 19:09:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-13 09:18:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I'm going to re-fold and organize the scrub racks. Some of the sizes that we have extra of will go in the lockers near the dryer. If we need more, we can get them from there, but we have too many clothes in the changing area right now. ",NA
2014-12-13 19:54:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-14 09:42:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-14 19:48:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The 10 puppies from San Antonio did not come in tonight - we are not sure when/whether they will be coming to surrender them here. Hopefully the clinic/Faith will get more information about the whole situation tomorrow.

The dryer was running but blowing cold air this evening. Maybe it's time to switch to the newer one?",NA
2014-12-15 09:25:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"All of the dogs that tested positive yesterday were marked to retest today, but since it hasn't been 48 hours we changed it to tomorrow morning per protocol.

I brought in chicken sticks and realized they have onion and garlic powder...

Still waiting to hear on the litter of 10 from San Antonio

We switched over to the new dryer because the old one wasn't turning on",NA
2014-12-15 20:42:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-16 09:31:00,"Yes, we are all perfect little APA volunteers!, Nooo I'm too lazy!",NA,NA,"laundry detergent is not critical, just starting to run low ",NA
2014-12-16 19:38:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-17 12:17:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-17 21:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-18 10:04:00,"Yes, we are all perfect little APA volunteers!",NA,"Make sure the bag for the pump has enough fluid so it doesn't run out between shifts!!!!",NA,NA
2014-12-18 20:29:00,"Nooo I'm too lazy!, Grace did it cause #sheruntheworld","The intake we transported from AAC earlier apparently died almost immediately after it arrived. RIP",NA,"Earl's cage is clean :)",NA
2014-12-19 10:50:00,"Nooo I'm too lazy!",NA,NA,"Chocolate's cage is still dirty.  Floor is swept and mopped",NA
2014-12-19 20:55:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Snowflake- 22 g in right rear leg"
2014-12-20 09:49:00,"Yes, cuz snowflake said\" I'm so fancy, you are already know, you got to put your hours in from parvo to capitol",NA,NA,NA,NA
2014-12-20 20:05:00,"#superstars","Alice died in between AM and PM ",NA,"We couldn't find the extension sets ",NA
2014-12-21 10:12:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Swept and mopped, scrubbed and bleached Alice's cage :(",NA
2014-12-21 20:33:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-22 09:21:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-22 21:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Scrubbed out Odin's old run. I'm about to go fold about 4 loads of clean laundry. ",NA
2014-12-23 09:25:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-12-23 21:28:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thanks for coming in Keri!",NA
2014-12-24 10:51:00,"Santa is watching!",NA,NA,"The weight on the charts of Bonham and Jupiter were switched as were the dosages for meds so Bonham got too little and Jupiter got to much.  We rewrote the charts and kept the old one underneath.",NA
2014-12-24 21:58:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Merry Christmas! ","Dr. Barz replaced Odin's catheter"
2014-12-25 11:42:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Laundry is caught up, about to sweep and mop

Merry Christmas!","Krampus- 24g, T port"
2014-12-25 21:18:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-26 10:22:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Tommy-24 g"
2014-12-26 23:22:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-27 10:06:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I am about to go fold some of the mountain then wash some puppies. fun times!",NA
2014-12-27 21:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Took dirty stuff out of the dirty cages and gave them all a spray and wipe down. They still need to be fully cleaned though","Krampus"
2014-12-28 09:33:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-28 19:48:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-29 08:56:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-29 20:51:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-30 09:10:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2014-12-30 22:36:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2014-12-31 09:58:00,"Yes, we are all perfect little APA volunteers!","Lorenzo- On pump, IV treatment with hetastarch, BG=227. Temperature was low, we were burrito-ing him and had just moved him back to a small cage in front where it's warmer when he had another seizure and stopped breathing. Holly took him and tried to save him but he passed. Sorry little guy. ",NA,NA,NA
2014-12-31 19:19:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We have 7 bags of hetastarch left, so if we get more critical/bigger dogs we'll probably need more, but for now it's good.

HAPPY NEW YEAR'S!!",NA
2015-01-01 08:54:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-01 20:28:00,"Nooo I'm too lazy!",NA,NA,NA,"none "
2015-01-02 09:53:00,"Nooo I'm too lazy!",NA,NA,"We have 1 full box of parvo test and one open box.  6 bags of 250 ml 1 500 ml bag of heta

Came in this morning and parvo door was not closed.  Please make sure the door behind you latches when you leave.",NA
2015-01-02 20:36:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-03 11:38:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Thanks again Dr. Barz! scary morning","krampus, monty"
2015-01-03 21:29:00,"Yes, we are all perfect little APA volunteers!","Monty passed before I got here. ",NA,"The toilet is clogged and not flushing! It will gradually drain of water over about 15 minutes after a flush, but it doesn't really take anything down with it. I tried plunging it, but that didn't make any difference. 

Cleaned Tommy and Monty's cages, swept and mopped. 

We got more hetastarch from the clinic today and I opened the extra bag of bags we already had, we have plenty now. ",NA
2015-01-04 09:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-04 21:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-05 09:47:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-05 22:02:00,"Nooo I'm too lazy!",NA,NA,"The toilet is still not working :( ","Butch, right rear, 22 g, mini extension set. "
2015-01-06 09:31:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-06 20:55:00,"just for Butch","Bianca - passed before shift
Hawthorn - passed before shift",NA,"We cleaned out and sprayed down the kennels of Bianca, Hawthorn, and the dirty kennel of Cedar and Jupiter, but they will need to be bleached tomorrow.

Apologies to the morning crew, all the dogs except Butch got dewormers.",NA
2015-01-07 11:03:00,"Nooo I'm too lazy!",NA,NA,"We have marquis paste already drawn up in syringes in a baggie in the med cart.  they are from previous dogs so you may need to change the amount.  All pups have heating pads except juniper and cedar, they pulled theirs out and pooped on it.  If the hard ones are working can pms give them one for over night??  Thanks
","sycamore"
2015-01-07 21:01:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-01-08 09:02:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-08 19:56:00,"Nooo I'm too lazy!",NA,NA,"The dryer is not working. It's too loud and then turns off after 30 seconds. We don't know anything about dryers, can anybody take a look at it? We tried the old dryer and it isn't happy either. We need to disinfect that old dryer and dispose of it somehow since it's not functional and see about acquiring another one as a back-up.

How about one of those fancy new big dryers like y'all have in the main laundry room? ;) ;) preferably ones that don't catch fire ",NA
2015-01-09 09:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Drier will only stay on for 30 seconds... Try to use more fleece blankets--they'll dry easier ",NA
2015-01-09 20:45:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-10 09:21:00,"Butch insisted.",NA,NA,"Please make sure the heating pads are between a towel, not directly on the metal kennels.

Treatments took very little time, I spent more time cleaning up/changing blankets and feeding (and testing) than anything else.",NA
2015-01-10 20:20:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-01-11 08:32:00,"Butch yeah we did",NA,NA,"Drier is still not working ",NA
2015-01-11 20:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Laundry laundry everywhere!",NA
2015-01-12 09:07:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-12 20:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I only had to treat Trevin, it took about 15 minutes. I spent most of the shift cleaning Ash's cage because there was tons of poop that had to be scrubbed off and I took the doors of and scrubbed them in the back shower. 

We're supposed to be getting a dryer that's already at APA in the big conference room. It wasn't moved in today but hopefully we'll have it tomorrow, I'm not sure what the hold up is.  ",NA
2015-01-13 09:30:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-13 20:26:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Still no dryer :(

We have a bunch of fluids bags made up (most are undated) of all sorts of different mixtures, so if you have to make a new bag, please check the hooks first! Chances are we already have something made up. Also, please please be sure to cover the bags with Reglan!","Red: RF
Pop Eye: LF"
2015-01-14 10:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-14 20:01:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-15 09:27:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We brought the dryer in and bleached the heck out of the area we stepped in back there. We didn't hook it up--neither of us knew how! But, it is there!",NA
2015-01-15 23:35:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The dryer is in place and I hooked it up to the vent but there is no power in the dryer outlet :( the light inside won't turn on in the new dryer or the old one, and the old one was working at least that well. The clinic checked the fuse box, but it still isn't working. I'll see if I can mess with it in the morning. ",NA
2015-01-16 09:57:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Jordana is trying to figure out what is going on with the dryer and/or electrical outlet ",NA
2015-01-16 21:13:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Dot - placed
Popeye - replaced"
2015-01-17 10:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-17 22:04:00,"Nooo I'm too lazy!",NA,NA,NA,"Hufflepuff"
2015-01-18 10:21:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Try to remember to cover LRS bags with reglan (metoclopramide) in them--it's light sensitive.
",NA
2015-01-18 20:37:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"What's the deal with the drier/laundry?",NA
2015-01-19 20:48:00,"Nooo I'm too lazy!",NA,"Sooooo . . . laundry.  I tried the dryer, but it blew the breaker.  So the clinic switched it back on (you'll know it's off when the fridge light goes out).  There is a HUGE build up of laundry - we did 3 loads tonight, and hung up what we could.  If you are looking for our scrubs, they are in the Kitty room.",NA,"Popeye's was blown but since he was eating, we did not replace it per Dr. B."
2015-01-20 20:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The clips for the scrubs were a great idea! I hung a bunch of scrubs up to dry. We used fleece blankets instead of towels when we replaced them tonight since they dry faster. ",NA
2015-01-21 20:02:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-22 12:00:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,"Hugglepuff- jugular kinked this am, Jordana placed another jugular cath. "
2015-01-22 21:42:00,"Nooo I'm too lazy!",NA,NA,"Oh you may not think I'm pretty,
But don't judge on what you see,
I'll eat myself if you can find
A smarter hat than me.

You can keep your bowlers black,
Your top hats sleek and tall,
For I'm the Hogwarts Sorting Hat
And I can cap them all.

There's nothing hidden in your head
The Sorting Hat can't see,
So try me on and I will tell you
Where you ought to be.

You might belong in Gryffindor,
Where dwell the brave at heart,
Their daring, nerve, and chivalry
Set Gryffindors apart;

You might belong in Hufflepuff,
Where they are just and loyal,
Those patient Hufflepuffs are true
And unafraid of toil;

Or yet in wise old Ravenclaw,
if you've a ready mind,
Where those of wit and learning,
Will always find their kind;

Or perhaps in Slytherin
You'll make your real friends,
Those cunning folks use any means
To achieve their ends.

So put me on! Don't be afraid!
And don't get in a flap!
You're in safe hands (though I have none)
For I'm a Thinking Cap!",NA
2015-01-23 11:16:00,"Nooo I'm too lazy!",NA,NA,NA,"Maroney and Lemon, 24 g, T ports. "
2015-01-23 21:01:00,"Yes, we are all perfect little APA volunteers!",NA,"Moira's chart says she is getting 200 mg/ml Doxy but we only had 100 mg/ml Doxy so per the clinic, I doubled the dosage to make it compatible with giving the 100 mg/ml kind. Do we want to ask Jordana for some 200 mg/ml though?

Also: I (Amanda) bought some more spray bottles BUT they were only 24 oz (whoops, I thought that was the right size). Can we still use them? ",NA,NA
2015-01-24 12:59:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Hopefully the dryer will be here today!

I thought this went out earlier, oops","Maroney, Donaghy"
2015-01-24 20:14:00,"Yes, we are all perfect little APA volunteers!",NA,"Are we still supposed to be giving SQ Reglan in the back left leg?","The dryer is in the back hallway. Just needs to be moved into its position and hooked up! YAY!",NA
2015-01-25 09:52:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We are going to pull the dryer in the spot but someone else will prob need to switch the cord and all that fancy stuff. ",NA
2015-01-25 20:55:00,"Nooo I'm too lazy!",NA,NA,NA,NA
2015-01-26 10:25:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-26 20:14:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"THE DRYER IS HERE AND HOOKED UP. IT IS BEAUTIFUL AND WONDERFUL.

I tried to pick up and fold the stuff that was hung up, but there are still a few towels by the washer/dryer that weren't quite all the way dry. The clean and dry scrubs are piled in a laundry basket in the back hall - I ran out of steam before getting to folding them.

We have one box of Reglan left, just FYI. There are two toilet paper packages by run F and in the back hallway.",NA
2015-01-27 09:21:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-27 20:06:00,"Does Ron Swanson like meat?",NA,NA,"Please remember to only leave small amount of food out if we are not sure a dog is eating so we don't waste food.

this new dryer is the BEST, it dries things way quickly (or maybe we just had to hang stuff up for too long).  I say we name the dryer.  I think Champ is appropriate.",NA
2015-01-28 09:19:00,"Nooo I'm too lazy!","Swanson passed away overnight. Not sure what happened, from his chart and last night's report he seemed OK. ",NA,NA,NA
2015-01-28 19:35:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-01-29 09:48:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"baby food with protein would be sweeeet
floor mopped (went a little overkill on the bleach...my bad -G)",NA
2015-01-29 19:25:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"THANK YOU to AM shift, it is so clean and amazing looking in here.  Laundry is caught up.

I brought in hot dogs and deli meat, but put most of it in the freezer since we only have 2 babies.

Both the pups are on orals (and Zest gets a reglan shot), only one person needed, just note that Mahroney might need to be discharged tomorrow AM",NA
2015-01-30 19:20:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"We got tons of stuff from clinic! More parvo tests came in as well as more LRS and more bandages! We also got one LRS with a line attached with no IV/SQ markings so I just hung it up with the other SQ treatment bags. ",NA
2015-01-31 09:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-02-02 19:15:00,"Yes, we are all perfect little APA volunteers!",NA,NA,NA,NA
2015-02-03 08:53:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"The clinic let us know that another intake will be coming today but we aren't sure what time. ",NA
2015-02-03 20:11:00,"Yes, we are all perfect little APA volunteers!",NA,"If the Marvel pups bark and howl enough, will we let them out?","Please be sure to actually weigh all the dogs and not guesstimate - Gronk said ?40#, but he actually weighs 55#, which is a big difference!",NA
2015-02-04 10:43:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Shift wasnt bad....but who taught the pups to poopie paint all over their cages....LOTS of cleaning and smells.  They FINALLY quieted down now 2 hours later!!!",NA
2015-02-04 20:16:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I brought 2 jugs of bleach, so we're pretty stocked on bleach with everyone else's donations

I also brought Vienna Sausages

IT'S A BARK AND POOP FEST IN HERE!",NA
2015-02-05 10:22:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"I'm having a love-hate relationship with whoever is bringing these oatmeal creme pies... (-Grace)",NA
2015-02-05 20:40:00,"Yes, we are all perfect little APA volunteers!",NA,NA,"Gronk's treatment took very little time - a LOT of time was spent cleaning up after these silly puppies! Shifts tomorrow could be done with one person, but cleanup is a bit of a job (maybe less now that the poopers are not all spread out?)

THANK YOU for the food, bleach, and vienna sausages!! Since turkey/ham is Gronk's favorite, we will need more of that ASAP.",NA
