"Timestamp","Dogs.in.ICU","Shift.Time","Count_Crt","Count_Int","Count_Wel","Count_Dsc","Volunteers...Staff","Catheters.Placed.Replaced.","Names_Crt","Names_Int","Names_Wel","Names_Dsc","Details_Dsc","Count_Dis","Names_Dis","Count_New","Names_New","Inventory...Medications","Inventory.Needs...Supplies","Inventory...Medical.Supplies","Additional.Information","Have.you.logged.your.volunteer.hours.at.myvolunteerpage.com..","Any.Questions.","Inventory...Food...General.Supplies","Most.Urgent.Supplies.Needed","Panleuk.Kittens","Hour_Sent","Count_Vols"
2014-10-03 19:20:00,3,1,0,2,1,0,"Emily M, Katie","Radar
Cletus",NA,"Radar: vomited clear/bile, now on hetastarch CRI (no regular fluids), IV txt. Has very low protein, so he needs to eat! Was very excited about eating chicken sticks, but not much else (took some leftover critical care food when hand-fed). Got pepcid orally as well (make sure to check the dosage!)

Cletus (new): 2mo pointer mix, on pump with ALL adds (5% dextrose), IV txt, vomited earlier","Piney: SQ reglan and orals - took almost all orals in wet food, and not easy to treat alone. Eating well, semi-solid poop. Needs more tramadol!",NA,NA,NA,NA,1,NA,"Cefazolin/Ampicillin, Metronidazole liquid",NA,"None","The changing area looks beautiful!

The dryer quit on me this evening, so hopefully it decides to work tomorrow...","Yes, we are all perfect little APA volunteers!",NA,"Turkey, Critical care or Recovery food, Chicken Sticks, Bleach","CHICKEN STICKS! We only have two left, and that's the only thing I could get Radar to eat tonight on his own!

DVM: Piney's tramadol rx needs to be checked/refilled tomorrow!!",NA,19,2
2014-10-04 09:53:00,3,1,0,1,2,0,"Amanda, Michaela",NA,NA,"Radar-got heta, ate chn stx, off the pump, IV meds, no v/d (he did vomit up some of the food I fed him, though) ","Piney-ate a bowl of wet food (didn't like the dry as much), got reglan and orals, BAR, likes to escape from cage, had a semi solid, needs more tramadol
Cletus-ate some wet food, likes to be hand fed, on pump",NA,NA,NA,NA,NA,NA,"None",NA,"None",NA,"Yes, we are all perfect little APA volunteers!","We made a new hep flush bag. We put 0.75cc of hep in the 250cc bag. Is that correct?","Turkey, Chicken Sticks, Bleach",NA,NA,9,2
2014-10-04 20:11:00,3,1,0,1,2,0,"Stasha",NA,NA,"Radar:  Q/BAR, IVC pulled, on SQ's and orals. Ate most of the wet food I gave and several chicken sticks.  There was a little dry food vomit on his towel when I came in.","Piney:  Pining to get out of here! On orals only, no V/D, ate most of her food.
Cletus:  BAR, chewed IV line, so his catheter has been capped.  No V/D, eating well (he likes the gravy from wet foods), on orals only per Dr. K",NA,NA,NA,NA,NA,NA,"Reglan",NA,"22G Needles","We have two full bottles of reglan left, one of which I opened tonight.","Yes, we are all perfect little APA volunteers!",NA,"Turkey",NA,NA,20,1
2014-10-05 08:53:00,3,0.5,0,0,3,0,"shelby, martha",NA,NA,NA,"Radar - protein went up a bit to 3.0, ate half a bowl of food, bar pink and warm.
Piney - wants outta here! still waiting on solid stool ate wet and dry food, bar
cletus - sweeet baby! ate most food, semi solid stool, bar",NA,NA,NA,NA,0,NA,"None",NA,"None","Piney is learning to sit and is amazing.","Yes, we are all perfect little APA volunteers!",NA,"Dry Puppy Food, Chicken Sticks",NA,NA,8,2
2014-10-05 20:11:00,6,1.5,1,2,3,0,"Emily M, Hunter","Nebula","Nebula (new): came in lateral, grey gums, and hot, got a catheter and hetastarch, LRS bolus IV, and now is on 5% dextrose CRI. Starting to lift her head on her own, but definitely still critical. Just had very watery diarrhea, possibly with some blood (not like we normally see BD)","Radar: SQs and orals, eating turkey like he's starving but nothing else (there's about 1/2 a package left). No v/d.

Sputnik (new): SQs, not interested in eating (wants to bury it). No v/d.","Piney: BAR(K BARK BARK WHIIIIIINE). Solid poop, eating well, gave a chewy which kept her quiet for about 10 mins, then back to barking. Hoping she's negative tomorrow...

Estella (new): IN THE BACK!! BAR, whining, eating wet food well. Tested negative but since her sibs (Sputnik and Nebula) were positive, she's back here.

Cletus: whiny, barking, eating well, semi-solid poop.",NA,NA,NA,NA,3,NA,"Cefazolin/Ampicillin, Famotidine",NA,"None","We have a lot of canned food, but most of it is the \"chunks in gravy\" kind, so if we can try to keep the few cans of the ground up kind for giving pills in meatballs, that would be great!

We have 1/2 a bottle of Baytril left.

OMG Piney needs to stop barking.","Yes, we are all perfect little APA volunteers!",NA,"Turkey, Critical care or Recovery food, Chicken Sticks",NA,NA,20,2
2014-10-06 10:03:00,5,1.5,0,2,2,0,"Shanti, Nicole amy",NA,NA,"Sputnik- no appetite, ff 66 no v/d, did drink some water, on sqs, held off on reglan, dosage miscalculated and received double the dose
Nebula- vomited greenish yellowish- gave cerenia per Dr. K,  got hetastarch, on pump, no diarrhea noted, gums pink
Radar- still on sqs, no v/d, ate a lot of chicken sticks and turkey, won't eat anything else","cletus- no v/d, semi solid stool, eating, shivering a little but no temp

Estrallli- eating wet, no v/d, PARVO WATCH",NA,NA,NA,"Piney Yay!!! She was so happy to get out of here she was showing off her sitting skills! She will be adopted in no time!",NA,NA,"None",NA,"None","Upton (the deceased panleuk kitten) was left in freezer now in the hallway","Yes, we are all perfect little APA volunteers!",NA,"Turkey, Baby Food, Chicken Sticks","Radar says bring in more turkey or chicken sticks or both please or else he will smother you in kisses!!!!!!!",NA,10,2
2014-10-06 20:22:00,5,1.5,0,2,3,0,"Breanne, Katie",NA,NA,"Nebula- QAR, pink,T= 103.3. On pump but no hetastarch tonight. Not interested in food. Got IV baytril. 

Sputnik- QAR, pale pink, warm. SQs. Ate 3 slices of turkey. 
","Radar- BAR/QAR, ate 8 hot dogs in about 30 seconds. It's on video. (Thanks Breanne for bringing hot dogs and lunch meat!) PCV/TP = 35/3.9 tonight. 

Cletus- BAR, very loud. 

Estelle- BAR, didn't eat that I saw, but she was too busy trying to get out so hopefully she will when she calms down. ",NA,NA,NA,NA,NA,NA,"None",NA,"None","Breanne brought a ton of lunch meat, so there's more in the freezer. ","Yes, we are all perfect little APA volunteers!",NA,"Bleach","bleach",NA,20,2
2014-10-07 09:58:00,5,1,1,1,3,0,"Katie, Hunter, Michaela",NA,"Nebula-on pump, got cefazolin, vomited, fever of 104.4","Sputnik- sq treatment, bar, ate ham. ","Radar- qar, pink, warm. Vomited most of the hot dogs he ate last night, only ate 1/2 a hot dog today and then vomited that too. Gave SQ reglan. PCV/TP 30/3.8

Cletus-bar, ate all food. Test when 2 solid stools

Estelle- BAR, solid poop. Ate wet and ham overnight, hasn't eaten yet but probably will once we leave and she calms down. ",NA,NA,NA,NA,NA,NA,"None",NA,"Catheter tape",NA,"Yes, we are all perfect little APA volunteers!",NA,"Bleach",NA,NA,9,3
2014-10-07 19:30:00,5,1,1,0,4,0,"Emily M, Sara M",NA,"Nebula: on pump, no heta given, IV baytril, had some light brown diarrhea and clear vomit. Not interested in turkey but drank some water. ",NA,"Radar: still only ravenous for turkey/ham/chicken sticks. Orals, no stool. There is a nice assortment of wet, dry, and turkey/rice for him to think about eating overnight...

Cletus: orals, eating turkey/ham mostly, semi-solid stool in kennel, whiny.

Sputnik: SQs, eating lots of turkey!

Estella: very whiny, ate some wet food while I sat with her (I chopped up the big chunks for her little mouth), doesn't seem to be interested in turkey/ham. No stool.",NA,NA,NA,NA,0,NA,"None",NA,"Catheter tape","Thanks whoever brought in the giant packs of sliced turkey/ham! The puppies are definitely appreciative.","Yes, we are all perfect little APA volunteers!","How annoyed do you think Radar's future foster/owners are going to be that he only eats people food? :)","Bleach",NA,NA,19,2
2014-10-08 09:24:00,5,1.5,0,1,4,0,"Stasha, Keri",NA,NA,"Nebula-QAR, pink, IV catheter so got switched to SQ's, T 103.1, not eating but had some water. No v/d. FYI, he has a fluid pocket in the right upper arm from fluids (dextrose) that were infusing through that catheter when it blew","Radar- BAR, pink, eating/drinking, on orals. Vomited overnight. Loves hot dogs! Picking at the other food in there.
Cletus-BAR, pink/warm, PO meds, very mushy stool.
Sputnik-BAR, SQ's, no v/d, eating some
Estella-BAR, eating/drinking, got her prescribed cuddle session but hates being alone back there! ",NA,NA,NA,NA,0,NA,"None",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,9,2
2014-10-08 20:21:00,5,1,0,0,5,0,"Melissa",NA,NA,NA,"Radar-on pills; loves Turkey.Will bite your head off to get some cold cuts!
Estella-strongid; ate a lot
Sputnik-metro, strongid. ate on own
Nebula-SQ; FF 
Cletus-metro, panacur. ate on own",NA,NA,NA,NA,NA,NA,"None",NA,"lubricant for Thermometers","If we need something and don't get it stocked, can we keep putting it on the list until it is stocked please?  I thought someone brought bleach, so I didn't pick any up.  


No laundry to do.  Last load in the washer.","Yes, we are all perfect little APA volunteers!",NA,"Bleach","On last jug of BLEACH.",NA,20,1
2014-10-09 08:52:00,5,1,0,0,5,0,"Shanti, Amanda",NA,NA,NA,"Cletus:Q/BAR, test on next solid, eating some W/D and Turkey
Radar:doing well, eating lots of turkey, not too fond of dry food, tried to give him food in smaller intervals over the time we were here so he wouldn't throw it all up, just had food vomit in his kennel when we came in and mushy stool
Nebula:QAR, P/W, what looked like dried food vomit and minimal leaky butt, seemed to be doing well and not nauseas though, so was FF some BF and she actually finished off the jar in the fridge on her own
Sputnik:BAR, eating some W/D and Turkey
Estella: BAR, still parvo watch, eating some wet and turkey",NA,NA,NA,NA,NA,NA,"None",NA,"Lubricant for Thermometers",NA,"Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,8,2
2014-10-09 21:19:00,6,2,2,0,4,0,"katie, hunter","Nebula- 24 g in left front leg. 

Leto- 20 g in left front leg. Has extension set. ","Leto- New, 43 pound shepherd mix- Lethargic/unresponsive at 7pm, blood glucose was 28(!), pcv/tp within normal limits. Placed catheter, gave 8 mL 50% dextrose IV. Pink and warm. Bolused 400 mL LRS + 500 mL hetastarch. Started on pump with all adds including 5% dextrose. Temp = 104.6. Had SQ Tx around 4 pm, chart said he was QAR then. He's been having lots of leaky butt bloody liquid diarrhea. By the end of the shift he was sternal instead of lateral, but he still looks pretty bad. Drooly. 

Nebula- Was weak and almost unresponsive when Dr. Barz came back, blood glucose was 36. Placed catheter, gave IV dextrose. Hypoglycemia is a theme tonight, apparently. She is on a pump with 5% dextrose and and back to being BAR. She will need to stay on the pump until she's eating very well. ",NA,"Radar- BAR, orals, ate a hot dog with gusto and then some dry food after I buried the hot dog in it. Gave turkey 20 minutes later. Hasn't thrown it up yet. 

Sputnik- BAR, pink, warm. Ate all food. 

Cletus- ate some wet food, solid stool, tested negative!!!

Estella- BAR!!! has not eaten yet but will probably eat overnight after the excitement of seeing people wears off. If she doesn't eat tomorrow, notify DVM. ",NA,NA,NA,NA,1,NA,"None",NA,"Vet wrap","I took apart the clippers to clean and oil them. Hopefully they will work better again. If not, we might need a new blade for the big clippers. But I think I got them working well again. ","Yes, we are all perfect little APA volunteers!",NA,"Bleach",NA,NA,21,2
2014-10-10 10:12:00,4,2.5,1,1,2,0,"Sara C, Amy",NA,"Leto....not extremely critical but you can tell he feels like crap. pcv is 42 tp is 5 and bg is 132.  Lowered pump to 90ml/hr and gave heta bolus 250/15min per Dr. B gums pink very qar temp 102.9.  He will try to get out of his cage when you open it despite him looking so out of it so be careful.  no v or d.  Held off on ff because he was doing the hard swallow (trying not to vomit)","Nebula not really intermediate but on pump....I would say BAR this am...eating ham and chicken.  no v or d.  pump was beeping overnight and fluid rate was set at 45 ml/hr should have been at 15ml/hr.  Please be very careful when you switch from Heta  to iv fluids that the pump has been cleared and reset.  we lowered the rate to 6ml/hr per dr. b","Sputnik and estella....BAR...Sputnik had a solid overnight.  Estella did eat overnight",NA,NA,NA,"Cleatus....home sweet home :)",0,NA,"None",NA,"IV Lines, Catheter tape, Parvo Tests","We have 2 boxes of parvo tests.  and someone asked for lube for taking temp and there are a few tubes back here.","Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Paper Towels, Bleach","BLEACH...I brought 1 bottle in but it wont last long.",NA,10,2
2014-10-10 21:09:00,5,1.5,1,1,3,0,"Katie, Amanda","Nebula- 24 g in left rear leg","Leto- QAR, pink, warm. Lots of bloody diarrhea and drooly. On IV Tx and hetastarch. ","Nebula- QAR, pink warm. Didn't eat so getting force fed. Catheter blew and we replaced it. ","Radar- eating wet food

Estella- BAR!! Please test tomorrow morning, Faith wants to take her and Sputnik to an adoption event at tomorrow around noon if they're negative. 

Sputnik- BAR, eating well. Please test tomorrow if he poops again.",NA,NA,NA,NA,NA,NA,"Baytril, None",NA,"Thermometers, PCV Tubes","We have two working thermometers, but one takes forever to read, so we could use at least one more. The one that's been working well forever is from HEB, it's blue and white. I threw away two of a different brand that weren't working at all. Please avoid immersing thermometers when you clean them, I don't think they're made to be immersed in water. Wipe them with a towel or toilet paper to get debris off and then clean with a soapy sponge, then spray them with disinfectant and let them dry. 

We have about 1/3 of a bottle of baytril left. 

There is a bucket under the bath tub that catches a leak from those pipes. Please check it after you bathe a dog and empty it if it's more than half full. You can just pour a little bleach into it and then pour the water out in the grass outside the door. There were puddles in the hallway because that bucket had overflowed. 

I changed the blade on the big black clippers ( I found one lying around) and they work better. We have 4 other clippers back here but only the black ones work. The silver ones aren't charged even though they're plugged in to the dock, which is also plugged in. There's a maroon clipper with a cord that looks like it should work really well but didn't, it might just need a new blade too. There's a white clipper that didn't seem to work at all, though I don't know if it was just too rusty to move. And there's the little black one that has a charger cord somewhere but I can't find it and it's totally out of juice. If anybody sees that charging cord, please put it with the clippers. ","Yes, we are all perfect little APA volunteers!",NA,"Bleach","PCV Tubes- the long glass ones, please, not the short plastic ones; those get stuck in the centrifuge. We have 1/5 of the container left.  ",NA,21,2
2014-10-11 10:03:00,3,1,0,2,1,0,"Martha, Breanne, Michaela",NA,NA,"Nebula-on pump, got heta, no v/d, FF 10 cc, ate a small amount of BF on own after ff
Leto-on pump, had green d, QAR, pink and warm, PCV/TP/BG - 37-38/4.9/134","Radar-ate turkey and ham (with forti-flora in it), on orals, had runny brown d",NA,NA,NA,"Sputnik and Estella!!!!",NA,NA,"Baytril",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"Bleach",NA,NA,10,3
2014-10-11 21:22:00,4,2,1,1,2,0,"Katie, Keri","Leto-20g right front leg","Beauregard-QAR, TONS of BD, PCV dropped 17 points since noon. IV meds, hetastarch bolus. Ate some chicken sticks. ","Leto-QAR, catheter replaced, not on fluids but getting hetastarch boluses. Left food for him to eat. ","Radar-BAR, oral meds, plan on parvo testing in AM. Had small soft BM
Nebula-BAR, FF 20 cc baby food and was trying to eat the syringe. SQ meds and fluids running. ",NA,NA,NA,NA,1,NA,"Baytril, Reglan, Hetastarch",NA,"PCV tubes","We have 11 bags of hetastarch but we're using about four a day.","Yes, we are all perfect little APA volunteers!",NA,"Bleach",NA,NA,21,2
2014-10-12 09:59:00,3,1.5,1,1,1,0,"Amy, Amanda",NA,"Leto: some green vomit overnight and leaky butt BD this morning, is otherwise QAR, not eating, getting heta and boluses via pump.  temp was 102.4","Beauregard: started out BAR and went down to QAR, BD at end of shift, had some vomit, held off on FF and took away water.  gave 240 sq fluid and gave 100 ml iv.","Nebula: IV blew this morning and she's on her last leg so we didn't want to attempt to place another, was supposed to get heta and cefazolin, we have alerted the clinic and the doctor, is BAR P/W, ate many chunks of turkey.  Dr. K will check when she gets here.",NA,NA,NA,"Radar: Yay!",NA,NA,"We have a little more than 1/4 a bottle of Baytril",NA,"Parvo Tests","There are now mini pumpkin pies in the fridge! Please feel free to eat them! ","Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Paper Towels, Gloves",NA,NA,9,2
2014-10-12 20:08:00,3,1.5,0,2,1,0,"Emily M, Stasha",NA,NA,"Leto: green bile vomit, heta and LRS (SQ) boluses (not on pump). Looks like he feels terrible.

Beauregard: BAR, just wants to love you and sit on your lap! Heta and LRS (IV) boluses (also not on pump), food vomit in kennel, dark tarry/green diarrhea. Did not eat. ","Nebula: BAR, will eat baby food out of the syringe (and some out of a bowl if you really encourage her!), orals. Waiting on stool.",NA,NA,NA,NA,NA,NA,"Baytril",NA,"22G Needles, Parvo Tests","We have one unopened bottle of Polyflex left (plus about 1/2 a bottle made up) - not sure how long that takes to order!","Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Critical care or Recovery food","Baby food, 22G needles",NA,20,2
2014-10-13 09:18:00,3,1.5,1,1,1,0,"Keri, Breanne",NA,"Leto: leaky butt, seems like he is really just not feeling good","Beaurguard: super BAR for having a leaky butt - lots of leaky green D, BG/PVC on chart but we couldn't get blood, told clinic","Nebula: FF baby food, then left some in her cage, but she keeps trying to bury it for later",NA,NA,NA,NA,NA,NA,"None",NA,"None","Hot water wasn't working this am - just now it's starting to get a little warm

Please make sure you close the door when you leave, it was left open last night so it was very warm in here this AM for our pups!","Don't Let Leto down",NA,"Baby Food",NA,NA,9,2
2014-10-13 22:13:00,2,3,1,2,0,0,"Katie, Hunter","Leto- Left rear, 22 g, wrapped it a lot (definitely overkill, sorry, but it stuck way out over his bony joints)

Beau- left front, 22 g capped extension set","Leto- QAR, BD and green vomit. Catheter was swollen, pulled and replaced in left rear. no hetastarch but restarted on pump. He and Beau both have URIs, but Leto's is gnarly, he's really snotty and the snot looks bloody. He was moved to the back room. If you have to restrain him again to place a catheter or for some other reason, use a muzzle. He freaked out when we pinned him on his side so I could get the back leg and then again when we shaved his leg. He was worse last time when Keri and I had to place a catheter, I forgot to put it in the report. 
","Beau- BAR, pink, warm. IV fluid bolus, hetastarch bolus, IV Tx. A little greenish diarrhea, no vomit. Ate a jar of chicken stix and some wet food. 

Nebula- BAR, pink, warm. SQ Tx with orals. Ate some of the Whole Earth hearty turkey stew food but didn't want turkey or chicken stix. Force Fed an additional 30 CC of wet food run through the blender because we're out of baby food. She's so sad I put her cone back on. ",NA,NA,NA,NA,NA,NA,NA,"Baytril, Cefazolin/Ampicillin, Hetastarch, cough tabs (1/2 tab left)",NA,"3cc Syringes",NA,"Yes, we are all perfect little APA volunteers!",NA,"Baby Food","Cough tabs",NA,22,2
2014-10-14 09:54:00,3,2,0,1,2,0,"Keri, Hunter",NA,NA,"Leto-QAR/BAR, green vomit (tons), some BD, still has pretty bad URI, likes to pee on chart....
IV tx's. ","Nebula-BAR, pink/warm, on SQ's and PO's. Still has the abscess and honey bandage. It actually took two of us to restrain this 5lb cute puppy just to get in SQ's--he doesn't much care for them!
Beauregard-BAR, pink/warm, still just wants to cuddle. URI, coughing, SQ's and IV's.  He's in the run so I had to sit in there for his heta bolus because he kept walking around and pulling out the needle, I was worried he'd pull out the catheter. Eating and drinking, still leaky butt. ",NA,NA,NA,NA,NA,NA,"Reglan, cough tabs-none left",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,9,2
2014-10-14 20:03:00,3,1,0,2,1,0,"Emily M, Michaela",NA,NA,"Leto: green vomit, possibly some diarrhea, IV txt, no heta. Not interested in eating. Definitely very congested - hard to tell if it's green mucous or vomit in the kennel. Piggy-backed bag for overnight.

Beau: ate turkey/ham and some wet food, but turned his nose up at some. Had a little food vomit after burping a lot. Heta and LRS boluses, cough tabs (the rest are in a baggie on his chart). Only heard one cough while I treated him. Has an extension set on his catheter which helps a lot with him moving around the kennel during boluses (if you hang the bags lower with a leash, he can pretty much move anywhere around the kennel)","Nebula: eating some wet food, BAR, still waiting on stool. Only had reglan SQ tonight, which was not too hard to give.",NA,NA,NA,NA,NA,NA,"Baytril, Reglan, LRS",NA,"20G catheters, 22G Needles, Thermometers","If it's possible, can we try to use 2 or 3 towels per dog in their kennel? Even though we don't have a bunch of dogs right now, the laundry can add up!","Yes, we are all perfect little APA volunteers!",NA,"Dry Puppy Food, Baby Food, Critical care or Recovery food, Chicken Sticks","Baby food and 22 G needles - none left
Chicken sticks - 3 jars left

There is about 1/4 bottle Baytril left and we are using the last bottle of Reglan; also we have 8 bags of plain LRS and one bag of Normosol left!",NA,20,2
2014-10-15 09:57:00,3,2,0,0,3,0,"Stasha, Shanti",NA,NA,NA,"Nebula:  BAR, uninterested in food but took FF well, SQ reglan and orals.

Beauregard:  BAR, heta and SQ boluses, ate lots of turkey and wet food

Leto:  BAR, he tried to bust out last night but only made it so far as the hallway, which he trashed; IV line broke as a result, so he's been switched to orals/sq reg per Dr. Barz",NA,NA,NA,NA,NA,NA,"Baytril, Reglan, LRS, Doxycycline tabs",NA,"22G Needles",NA,"Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Chicken Sticks",NA,NA,9,2
2014-10-15 21:25:00,3,2,0,1,2,0,"Katie, Nicole",NA,NA,"Beau- ","Leto- QAR, pink, warm. Ate several slices of turkey and a tiny bit of wet food. Reglan and orals. No stool. 

Nebula- BAR, ate all wet food, how has this dog not pooped yet? ",NA,NA,NA,NA,NA,NA,"Reglan, Normasol or Plasma-Lyte for IV fluids",NA,"3cc Syringes","Be careful, Beauregard will lick you to death and he will lick your bottom without taking you on several nice dates first. ","Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Chicken Sticks","IV fluids: Normasol, Plasma-Lyte, or NaCl, we have several bags of LRS for SQ
Baby food
22 g needles
Reglan- we're  useing our last bottle",NA,21,2
2014-10-16 10:26:00,4,2,0,1,3,0,"Shanti, Amanda",NA,NA,"Beauregard: BAR but when getting heta and LRS, was very squiggly and super affectionate (licking non stop). He needed to be held tight in lap to administer medicines.","Leto: BAR, was BAR towards end of treatment, P and W but not eating
Dawson(New): broke with Parvo in the clinic and brought back for treatment, getting SQs and as long as he is not vomiting, continued orals from clinic",NA,NA,NA,"Nebula!!! ",NA,NA,"LRS, ~3/4 bottle of Reglan left and ~1/4 a bottle of Baytril left",NA,"22G catheters",NA,"Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Chicken Sticks",NA,NA,10,2
2014-10-16 21:20:00,3,1.5,3,2,2,0,"Katie, Stasha",NA,NA,"Dawson-  Q/BAR, on heta, IV meds, and some orals.  Not interested in food, leaky bum, some V.  I pulled a bunch of ticks from his ears, he has some small bald patches and seems to feel itchy some.","Leto- BAR, ate a bunch of Turkey and half his wet food, which I gave a decent amount of. Orals + reglan. No stool yet. 

Beauregard- BAR, licking me to death, ate several slices of turkey and a bowl of wet food. No stool yet. 
",NA,NA,NA,NA,NA,NA,"Baytril, Cefazolin/Ampicillin",NA,"3cc Syringes","The entrance and changing area were flooded because the water to the tub was not turned off all the way.

We got some of our old small bottles of Metoclopramide back! Finish the big bottle before we start using them and continue to give in the left hip.  ","Yes, we are all perfect little APA volunteers!",NA,"Baby Food, Chicken Sticks","3 cc syringes, baby food, baytril ",NA,21,2
2014-10-17 09:27:00,3,1,0,1,2,0,"Amy, Michaela",NA,NA,"Dawson-didn't FF because of throat surgery, not eating right now, had leaky butt while we were here, some mucousy throw up, and red/brown diarrhea during shift","Leto-reglan and orals, ate ham and turkey today, didn't like the wet food as much, no v/d
Beauegard-ate wet food and chicken, got reglan, ondansetron and orals, no v/d",NA,NA,NA,NA,NA,NA,"Baytril, Reglan, Doxycycline tabs, Cough tabs",NA,"3cc Syringes",NA,"Yes, we are all perfect little APA volunteers!",NA,"Dry Puppy Food, Baby Food, Gloves",NA,NA,9,2
2014-10-17 20:38:00,3,1.5,1,0,2,0,"Katie, Amanda",NA,"Dawson- QAR, pale pink, green leaky butt diarrhea. Vomited earlier. Got IV meds and hetastarch. Catheter started looking iffy during fluid bolus but we couldn't replace it (we tried) and it did OK so we were able to finish the fluid bolus. ",NA,"Leto- Ate a most of a bowl of wet food, a most of a bowl of dry food, and all of a bowl of chicken when I hand fed it. He gets bored with one thing and you have to try something else. I left extra wet and dry food in with him since he's so skinny. Got orals and SQ Reglan. No stool. 

Beau- BAR, orals. Did not want mixed wet and dry food but ate all the wet food when I gave him a bowl of just wet. Picky picky. No stool, test after 2 solid stools. ",NA,NA,NA,NA,NA,NA,"Cefazolin/Ampicillin, Omeprazole (Prilosec) 20 mg",NA,"3cc Syringes","We got more catheters today so we now have 4 boxes of 20 g catheters, 3 boxes of 22 g catheters, and a full box on 24 g catheters. We will not need more for quite a while.","Yes, we are all perfect little APA volunteers!",NA,"Baby Food","omeprazole (6 tablets left)",NA,20,2
2014-10-18 09:33:00,3,1,0,1,2,0,"Stasha, Hunter",NA,NA,"Dawson:  QAR, received heta + SQ boluses, not interested in food, some D spots but no V","Beauregard:  BAR, orals only, eating lots!

Leto:  BAR, orals + reglan, ate a bowl of whole foods poultry, I put a second plate of W/D but he hasn't touched that yet",NA,NA,NA,NA,0,NA,"Cefazolin/Ampicillin, Doxycycline tabs, Omeprazole (Prilosec) 20 mg",NA,"3cc Syringes",NA,"Yes, we are all perfect little APA volunteers!",NA,"Baby Food","Doxy tabs! We have none, Leto was given some liquid doxy that came in with Dawson.",NA,9,2
2014-10-18 19:59:00,3,1,0,1,2,0,"Martha, Amanda",NA,NA,"Dawson: QAR, some vomit in cage, not eating, getting heta","Leto: BAR, no V/D, eating some steak and he didn't really want the wet food
Beauregard: BAR, no V/D, eating lots of wet/dry food",NA,NA,NA,NA,NA,NA,"Omeprazole (Prilosec) 20mg, Cough Tabs (none left), Baytril 136mg Tablets (we have 1.75 T left)",NA,"Thermometers",NA,"Nooo I'm too lazy!","There was a blue pill bottle filled with a clear liquid in behind the Metronidazole, does anybody know what was in there (or is supposed to be in there)? ","Baby Food",NA,NA,19,2
2014-10-19 09:31:00,3,1.5,0,0,3,0,"shelby, kumiko",NA,NA,"Dawson : very sweet, ate wet food and water but vomited a little of water and food later. IV site of paw looked swollen but the catheter works. Loosen the vet wrap. Please check. No poop. Hydrated well. ","Leto - very sweet boy. not interested in food, but ate food from yesterday. Left wet and dry so hopefully he will eat later. bar, pink, warm. semi solid stool. Looks depressed... :(

Beaureguard - a TON of semi solid stool, all over. Ate all food, very bar!
 ",NA,NA,NA,NA,0,NA,"Doxycycline tabs, Cough tabs",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"Gloves",NA,NA,9,2
2014-10-19 19:27:00,1,0.5,0,0,1,0,"Emily M, Katie",NA,NA,NA,"Dawson: ate a bowl and a half of chicken/rice but turned his nose up at ham, SQs and orals, no v/d. No catheter any more.",NA,NA,NA,"Leto and Beau were discharged earlier by the clinic",0,NA,"Doxycycline tabs, Cough tabs",NA,"None","Beau and Leto's kennels have been cleaned and disinfected.

Chicken and rice is in the fridge, made today - it's Dawson's favorite as of right now.","Yes, we are all perfect little APA volunteers!",NA,"Dry Puppy Food, Gloves",NA,NA,19,2
2014-10-20 09:31:00,1,0.5,0,0,1,0,"Stasha",NA,NA,NA,"Dawson:  BAR, SQ's and famotidine, ate a bowl and a half of chicken + rice/wet stew, no poops yet",NA,NA,NA,NA,NA,NA,"Doxycycline tabs",NA,"None",NA,"Yes, we are all perfect little APA volunteers!",NA,"None",NA,NA,9,1
2014-10-20 18:57:00,1,0.5,0,0,1,0,"katie",NA,NA,NA,"Dawson- BAR, pink, warm. SQ's. Ate all chicken and rice given. ",NA,NA,NA,NA,NA,NA,"Cefazolin/Ampicillin",NA,"3cc Syringes",NA,"Yes, we are all perfect little APA volunteers!",NA,"Baby Food",NA,NA,18,1
2014-10-21 10:08:00,1,0.5,0,0,1,0,"Jordana, Samantha (SAPA)",NA,NA,NA,"Dawson, switched to orals this shift but need to ok with Dr. B. Dawson seems to be doing great!",NA,NA,NA,NA,NA,NA,"None",NA,"None",NA,"Nooo I'm too lazy!",NA,"None",NA,NA,10,2
